Project Name,Package,CompilationUnit,Type Name,IsClass,IsInterface, IsAbstract,Interfaces Extended,number of extenders
AJHotDraw,org.jhotdraw.contrib,PopupMenuFigureSelection.java,PopupMenuFigureSelection,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.contrib,SVGStorageFormat.java,SVGStorageFormat,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.contrib,TriangleFigure.java,TriangleFigure,TRUE,FALSE,FALSE,3,4
AJHotDraw,org.jhotdraw.contrib,TextAreaFigure.java,TextAreaFigure,TRUE,FALSE,FALSE,6,3
AJHotDraw,org.jhotdraw.contrib,CommandHolder.java,CommandHolder,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.contrib,ChopDiamondConnector.java,ChopDiamondConnector,TRUE,FALSE,FALSE,2,3
AJHotDraw,org.jhotdraw.contrib,CTXWindowMenu.java,CTXWindowMenu,TRUE,FALSE,FALSE,10,8
AJHotDraw,org.jhotdraw.contrib,CTXWindowMenu.java,ChildMenuItem,TRUE,FALSE,FALSE,8,7
AJHotDraw,org.jhotdraw.contrib,JScrollPaneDesktop.java,JScrollPaneDesktop,TRUE,FALSE,FALSE,7,5
AJHotDraw,org.jhotdraw.contrib,CommandMenuItem.java,CommandMenuItem,TRUE,FALSE,FALSE,11,6
AJHotDraw,org.jhotdraw.contrib,TextAreaTool.java,TextAreaTool,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.contrib,TextAreaTool.java,UndoActivity,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.contrib,Layoutable.java,Layoutable,FALSE,TRUE,FALSE,3,0
AJHotDraw,org.jhotdraw.contrib,JPanelDesktop.java,JPanelDesktop,TRUE,FALSE,FALSE,6,5
AJHotDraw,org.jhotdraw.contrib,NestedCreationTool.java,NestedCreationTool,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.contrib,MDI_DrawApplication.java,MDI_DrawApplication,TRUE,FALSE,FALSE,10,7
AJHotDraw,org.jhotdraw.contrib,SplitPaneDesktop.java,SplitPaneDesktop,TRUE,FALSE,FALSE,6,5
AJHotDraw,org.jhotdraw.contrib,CustomSelectionTool.java,CustomSelectionTool,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.contrib,CompositeFigureCreationTool.java,CompositeFigureCreationTool,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.contrib,AutoscrollHelper.java,AutoscrollHelper,TRUE,FALSE,TRUE,0,1
AJHotDraw,org.jhotdraw.contrib,Layouter.java,Layouter,FALSE,TRUE,FALSE,1,0
AJHotDraw,org.jhotdraw.contrib.dnd,DNDFigures.java,DNDFigures,TRUE,FALSE,FALSE,1,1
AJHotDraw,org.jhotdraw.contrib.dnd,DragNDropTool.java,DragNDropTool,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.contrib.dnd,DNDHelper.java,DNDHelper,TRUE,FALSE,TRUE,0,1
AJHotDraw,org.jhotdraw.contrib.dnd,JHDDragSourceListener.java,JHDDragSourceListener,TRUE,FALSE,FALSE,2,1
AJHotDraw,org.jhotdraw.contrib.dnd,JHDDragSourceListener.java,RemoveUndoActivity,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.contrib.dnd,DNDInterface.java,DNDInterface,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.contrib.dnd,JHDDropTargetListener.java,JHDDropTargetListener,TRUE,FALSE,FALSE,2,1
AJHotDraw,org.jhotdraw.contrib.dnd,JHDDropTargetListener.java,AddUndoActivity,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.contrib.dnd,DNDFiguresTransferable.java,DNDFiguresTransferable,TRUE,FALSE,FALSE,2,1
AJHotDraw,org.jhotdraw.contrib.html,HTMLTextAreaFigure.java,HTMLTextAreaFigure,TRUE,FALSE,FALSE,10,4
AJHotDraw,org.jhotdraw.contrib.html,HTMLTextAreaFigure.java,InvalidAttributeMarker,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.contrib.html,URLContentProducer.java,URLContentProducer,TRUE,FALSE,FALSE,2,3
AJHotDraw,org.jhotdraw.contrib.html,AbstractContentProducer.java,AbstractContentProducer,TRUE,FALSE,TRUE,2,1
AJHotDraw,org.jhotdraw.contrib.html,HTMLColorContentProducer.java,HTMLColorContentProducer,TRUE,FALSE,FALSE,2,4
AJHotDraw,org.jhotdraw.contrib.html,ETSLADisposalStrategy.java,ETSLADisposalStrategy,TRUE,FALSE,FALSE,1,1
AJHotDraw,org.jhotdraw.contrib.html,ETSLADisposalStrategy.java,DisposalThread,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.contrib.html,ResourceManagerNotSetException.java,ResourceManagerNotSetException,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.contrib.html,StandardDisposableResourceManager.java,StandardDisposableResourceManager,TRUE,FALSE,FALSE,1,1
AJHotDraw,org.jhotdraw.contrib.html,ResourceDisposabilityStrategy.java,ResourceDisposabilityStrategy,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.contrib.html,RoundRectangleGeometricAdapter.java,RoundRectangleGeometricAdapter,TRUE,FALSE,FALSE,4,4
AJHotDraw,org.jhotdraw.contrib.html,EllipseFigureGeometricAdapter.java,EllipseFigureGeometricAdapter,TRUE,FALSE,FALSE,4,4
AJHotDraw,org.jhotdraw.contrib.html,AttributeContentProducerContext.java,AttributeContentProducerContext,FALSE,TRUE,FALSE,2,0
AJHotDraw,org.jhotdraw.contrib.html,FigureDataContentProducer.java,FigureDataContentProducer,TRUE,FALSE,FALSE,2,2
AJHotDraw,org.jhotdraw.contrib.html,HTMLTextAreaTool.java,HTMLTextAreaTool,TRUE,FALSE,FALSE,1,4
AJHotDraw,org.jhotdraw.contrib.html,TextHolderContentProducer.java,TextHolderContentProducer,TRUE,FALSE,FALSE,2,2
AJHotDraw,org.jhotdraw.contrib.html,FigureContentProducerContext.java,FigureContentProducerContext,FALSE,TRUE,FALSE,1,0
AJHotDraw,org.jhotdraw.contrib.html,DisposableResourceManager.java,DisposableResourceManager,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.contrib.html,ResourceContentProducer.java,ResourceContentProducer,TRUE,FALSE,FALSE,2,2
AJHotDraw,org.jhotdraw.contrib.html,AttributeFigureContentProducer.java,AttributeFigureContentProducer,TRUE,FALSE,FALSE,2,3
AJHotDraw,org.jhotdraw.contrib.html,DiamondFigureGeometricAdapter.java,DiamondFigureGeometricAdapter,TRUE,FALSE,FALSE,4,5
AJHotDraw,org.jhotdraw.contrib.html,ContentProducerContext.java,ContentProducerContext,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.contrib.html,HTMLLayouter.java,HTMLLayouter,TRUE,FALSE,FALSE,2,1
AJHotDraw,org.jhotdraw.contrib.html,HTMLContentProducerContext.java,HTMLContentProducerContext,FALSE,TRUE,FALSE,3,0
AJHotDraw,org.jhotdraw.contrib.html,StandardDisposableResourceHolder.java,StandardDisposableResourceHolder,TRUE,FALSE,FALSE,2,1
AJHotDraw,org.jhotdraw.contrib.html,HTMLContentProducer.java,HTMLContentProducer,TRUE,FALSE,FALSE,2,4
AJHotDraw,org.jhotdraw.contrib.html,ContentProducer.java,ContentProducer,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.contrib.html,GeometricFigure.java,GeometricFigure,FALSE,TRUE,FALSE,3,0
AJHotDraw,org.jhotdraw.contrib.html,ContentProducerRegistry.java,ContentProducerRegistry,TRUE,FALSE,FALSE,1,1
AJHotDraw,org.jhotdraw.contrib.html,TriangleFigureGeometricAdapter.java,TriangleFigureGeometricAdapter,TRUE,FALSE,FALSE,4,5
AJHotDraw,org.jhotdraw.contrib.html,PolygonFigureGeometricAdapter.java,PolygonFigureGeometricAdapter,TRUE,FALSE,FALSE,4,4
AJHotDraw,org.jhotdraw.contrib.html,DisposableResourceManagerFactory.java,DisposableResourceManagerFactory,TRUE,FALSE,TRUE,0,1
AJHotDraw,org.jhotdraw.contrib.html,ColorContentProducer.java,ColorContentProducer,TRUE,FALSE,FALSE,2,3
AJHotDraw,org.jhotdraw.contrib.html,DisposableResourceHolder.java,DisposableResourceHolder,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.contrib.zoom,ZoomTool.java,ZoomTool,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.contrib.zoom,ScalingGraphics.java,ScalingGraphics,TRUE,FALSE,FALSE,0,2
AJHotDraw,org.jhotdraw.contrib.zoom,ScalingGraphics.java,ScalingFontMetrics,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.contrib.zoom,ZoomAreaTracker.java,ZoomAreaTracker,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.contrib.zoom,ZoomCommand.java,ZoomCommand,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.contrib.zoom,ZoomUpdateStrategy.java,ZoomUpdateStrategy,TRUE,FALSE,FALSE,2,1
AJHotDraw,org.jhotdraw.contrib.zoom,AreaTracker.java,AreaTracker,TRUE,FALSE,TRUE,1,2
AJHotDraw,org.jhotdraw.contrib.zoom,DoubleBufferImage.java,DoubleBufferImage,TRUE,FALSE,FALSE,0,2
AJHotDraw,org.jhotdraw.contrib.zoom,ZoomDrawingView.java,ZoomDrawingView,TRUE,FALSE,FALSE,9,6
AJHotDraw,org.jhotdraw.contrib.zoom,MiniMapZoomableView.java,MiniMapZoomableView,TRUE,FALSE,FALSE,4,5
AJHotDraw,org.jhotdraw.figures,UngroupCommand.java,UngroupCommand,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.figures,UngroupCommand.java,UndoActivity,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.figures,ShortestDistanceConnector.java,ShortestDistanceConnector,TRUE,FALSE,FALSE,2,2
AJHotDraw,org.jhotdraw.figures,ChopEllipseConnector.java,ChopEllipseConnector,TRUE,FALSE,FALSE,2,3
AJHotDraw,org.jhotdraw.figures,PolyLineLocator.java,PolyLineLocator,TRUE,FALSE,FALSE,3,2
AJHotDraw,org.jhotdraw.figures,ConnectedTextTool.java,ConnectedTextTool,TRUE,FALSE,FALSE,1,4
AJHotDraw,org.jhotdraw.figures,ConnectedTextTool.java,UndoActivity,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.figures,ConnectedTextTool.java,DeleteUndoActivity,TRUE,FALSE,FALSE,0,1
AJHotDraw,org.jhotdraw.figures,LineDecoration.java,LineDecoration,FALSE,TRUE,FALSE,2,0
AJHotDraw,org.jhotdraw.figures,PolyLineConnector.java,PolyLineConnector,TRUE,FALSE,FALSE,2,3
AJHotDraw,org.jhotdraw.figures,BorderDecorator.java,BorderDecorator,TRUE,FALSE,FALSE,5,3
AJHotDraw,org.jhotdraw.figures,GroupFigure.java,GroupFigure,TRUE,FALSE,FALSE,5,3
AJHotDraw,org.jhotdraw.figures,InsertImageCommand.java,InsertImageCommand,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.figures,InsertImageCommand.java,UndoActivity,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.figures,RadiusHandle.java,RadiusHandle,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.figures,RadiusHandle.java,UndoActivity,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.figures,ScribbleTool.java,ScribbleTool,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.figures,BorderTool.java,BorderTool,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.figures,BorderTool.java,UndoActivity,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.figures,GroupHandle.java,GroupHandle,TRUE,FALSE,FALSE,1,4
AJHotDraw,org.jhotdraw.figures,PolyLineFigure.java,PolyLineFigure,TRUE,FALSE,FALSE,3,2
AJHotDraw,org.jhotdraw.figures,PolyLineHandle.java,PolyLineHandle,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.figures,PolyLineHandle.java,UndoActivity,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.figures,AbstractLineDecoration.java,AbstractLineDecoration,TRUE,FALSE,TRUE,3,1
AJHotDraw,org.jhotdraw.figures,TextTool.java,TextTool,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.figures,TextTool.java,UndoActivity,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.figures,AttributeFigure.java,AttributeFigure,TRUE,FALSE,TRUE,3,2
AJHotDraw,org.jhotdraw.figures,GroupCommand.java,GroupCommand,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.figures,ArrowTip.java,ArrowTip,TRUE,FALSE,FALSE,3,2
AJHotDraw,org.jhotdraw.figures,LineFigure.java,LineFigure,TRUE,FALSE,FALSE,3,3
AJHotDraw,org.jhotdraw.figures,FigureAttributes.java,FigureAttributes,TRUE,FALSE,FALSE,2,1
AJHotDraw,org.jhotdraw.figures,NumberTextFigure.java,NumberTextFigure,TRUE,FALSE,FALSE,6,4
AJHotDraw,org.jhotdraw.figures,ElbowConnection.java,ElbowConnection,TRUE,FALSE,FALSE,6,4
AJHotDraw,org.jhotdraw.figures,ElbowConnection.java,ElbowTextLocator,TRUE,FALSE,FALSE,3,2
AJHotDraw,org.jhotdraw.figures,EllipseFigure.java,EllipseFigure,TRUE,FALSE,FALSE,3,3
AJHotDraw,org.jhotdraw.figures,NullConnector.java,NullConnector,TRUE,FALSE,FALSE,2,2
AJHotDraw,org.jhotdraw.figures,RoundRectangleFigure.java,RoundRectangleFigure,TRUE,FALSE,FALSE,3,3
AJHotDraw,org.jhotdraw.figures,ImageFigure.java,ImageFigure,TRUE,FALSE,FALSE,4,3
AJHotDraw,org.jhotdraw.figures,FontSizeHandle.java,FontSizeHandle,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.figures,FontSizeHandle.java,UndoActivity,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.figures,ElbowHandle.java,ElbowHandle,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.figures,NullFigure.java,NullFigure,TRUE,FALSE,FALSE,3,2
AJHotDraw,org.jhotdraw.figures,RectangleFigure.java,RectangleFigure,TRUE,FALSE,FALSE,3,3
AJHotDraw,org.jhotdraw.figures,TextFigure.java,TextFigure,TRUE,FALSE,FALSE,6,3
AJHotDraw,org.jhotdraw.figures,LineConnection.java,LineConnection,TRUE,FALSE,FALSE,6,3
AJHotDraw,org.jhotdraw.framework,DrawingEditor.java,DrawingEditor,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.framework,ViewChangeListener.java,ViewChangeListener,FALSE,TRUE,FALSE,1,0
AJHotDraw,org.jhotdraw.framework,JHotDrawRuntimeException.java,JHotDrawRuntimeException,TRUE,FALSE,FALSE,1,4
AJHotDraw,org.jhotdraw.framework,Figure.java,Figure,FALSE,TRUE,FALSE,2,0
AJHotDraw,org.jhotdraw.framework,Handle.java,Handle,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.framework,Connector.java,Connector,FALSE,TRUE,FALSE,1,0
AJHotDraw,org.jhotdraw.framework,DrawingChangeEvent.java,DrawingChangeEvent,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.framework,Tool.java,Tool,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.framework,DrawingView.java,DrawingView,FALSE,TRUE,FALSE,2,0
AJHotDraw,org.jhotdraw.framework,Painter.java,Painter,FALSE,TRUE,FALSE,1,0
AJHotDraw,org.jhotdraw.framework,PointConstrainer.java,PointConstrainer,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.framework,FigureChangeListener.java,FigureChangeListener,FALSE,TRUE,FALSE,1,0
AJHotDraw,org.jhotdraw.framework,JHotDrawException.java,JHotDrawException,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.framework,FigureSelection.java,FigureSelection,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.framework,DrawingChangeListener.java,DrawingChangeListener,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.framework,FigureChangeEvent.java,FigureChangeEvent,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.framework,ToolListener.java,ToolListener,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.framework,Cursor.java,Cursor,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.framework,FigureSelectionListener.java,FigureSelectionListener,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.framework,FigureAttributeConstant.java,FigureAttributeConstant,TRUE,FALSE,FALSE,2,1
AJHotDraw,org.jhotdraw.framework,FigureVisitor.java,FigureVisitor,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.framework,FigureEnumeration.java,FigureEnumeration,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.framework,Drawing.java,Drawing,FALSE,TRUE,FALSE,3,0
AJHotDraw,org.jhotdraw.framework,ConnectionFigure.java,ConnectionFigure,FALSE,TRUE,FALSE,5,0
AJHotDraw,org.jhotdraw.framework,HandleEnumeration.java,HandleEnumeration,FALSE,TRUE,FALSE,0,0
AJHotDraw,org.jhotdraw.framework,Locator.java,Locator,FALSE,TRUE,FALSE,2,0
AJHotDraw,org.jhotdraw.samples.javadraw,AnimationDecorator.java,AnimationDecorator,TRUE,FALSE,FALSE,6,3
AJHotDraw,org.jhotdraw.samples.javadraw,JavaDrawApp.java,JavaDrawApp,TRUE,FALSE,FALSE,10,8
AJHotDraw,org.jhotdraw.samples.javadraw,Animator.java,Animator,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.samples.javadraw,URLTool.java,URLTool,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.samples.javadraw,MySelectionTool.java,MySelectionTool,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.samples.javadraw,JavaDrawViewer.java,JavaDrawViewer,TRUE,FALSE,FALSE,7,6
AJHotDraw,org.jhotdraw.samples.javadraw,FollowURLTool.java,FollowURLTool,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.samples.javadraw,JavaDrawApplet.java,JavaDrawApplet,TRUE,FALSE,FALSE,9,7
AJHotDraw,org.jhotdraw.samples.javadraw,BouncingDrawing.java,BouncingDrawing,TRUE,FALSE,FALSE,7,4
AJHotDraw,org.jhotdraw.samples.javadraw,PatternPainter.java,PatternPainter,TRUE,FALSE,FALSE,2,1
AJHotDraw,org.jhotdraw.samples.minimap,MiniMapDesktop.java,MiniMapDesktop,TRUE,FALSE,FALSE,6,6
AJHotDraw,org.jhotdraw.samples.minimap,MiniMapApplication.java,MiniMapApplication,TRUE,FALSE,FALSE,10,8
AJHotDraw,org.jhotdraw.samples.net,NetApp.java,NetApp,TRUE,FALSE,FALSE,10,7
AJHotDraw,org.jhotdraw.samples.net,NodeFigure.java,NodeFigure,TRUE,FALSE,FALSE,6,4
AJHotDraw,org.jhotdraw.samples.nothing,NothingApplet.java,NothingApplet,TRUE,FALSE,FALSE,9,7
AJHotDraw,org.jhotdraw.samples.nothing,NothingApp.java,NothingApp,TRUE,FALSE,FALSE,10,7
AJHotDraw,org.jhotdraw.samples.pert,PertApplication.java,PertApplication,TRUE,FALSE,FALSE,10,7
AJHotDraw,org.jhotdraw.samples.pert,PertFigureCreationTool.java,PertFigureCreationTool,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.samples.pert,PertFigure.java,PertFigure,TRUE,FALSE,FALSE,5,3
AJHotDraw,org.jhotdraw.samples.pert,PertApplet.java,PertApplet,TRUE,FALSE,FALSE,9,7
AJHotDraw,org.jhotdraw.samples.pert,PertDependency.java,PertDependency,TRUE,FALSE,FALSE,6,4
AJHotDraw,org.jhotdraw.standard,CutCommand.java,CutCommand,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.standard,StandardDrawing.java,StandardDrawing,TRUE,FALSE,FALSE,6,3
AJHotDraw,org.jhotdraw.standard,AbstractFigure.java,AbstractFigure,TRUE,FALSE,TRUE,3,1
AJHotDraw,org.jhotdraw.standard,BringToFrontCommand.java,BringToFrontCommand,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.standard,QuadTree.java,QuadTree,TRUE,FALSE,FALSE,1,1
AJHotDraw,org.jhotdraw.standard,ActionTool.java,ActionTool,TRUE,FALSE,TRUE,1,2
AJHotDraw,org.jhotdraw.standard,ChangeConnectionEndHandle.java,ChangeConnectionEndHandle,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.standard,ChangeConnectionEndHandle.java,UndoActivity,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.standard,OffsetLocator.java,OffsetLocator,TRUE,FALSE,FALSE,3,2
AJHotDraw,org.jhotdraw.standard,HandleAndEnumerator.java,HandleAndEnumerator,TRUE,FALSE,FALSE,1,1
AJHotDraw,org.jhotdraw.standard,SelectAllCommand.java,SelectAllCommand,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.standard,SelectAllCommand.java,UndoActivity,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.standard,DuplicateCommand.java,DuplicateCommand,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.standard,RelativeLocator.java,RelativeLocator,TRUE,FALSE,FALSE,3,2
AJHotDraw,org.jhotdraw.standard,AWTCursor.java,AWTCursor,TRUE,FALSE,FALSE,2,2
AJHotDraw,org.jhotdraw.standard,AbstractCommand.java,AbstractCommand,TRUE,FALSE,TRUE,1,1
AJHotDraw,org.jhotdraw.standard,InsertIntoDrawingVisitor.java,InsertIntoDrawingVisitor,TRUE,FALSE,FALSE,1,1
AJHotDraw,org.jhotdraw.standard,FigureEnumerator.java,FigureEnumerator,TRUE,FALSE,FALSE,1,1
AJHotDraw,org.jhotdraw.standard,AbstractLocator.java,AbstractLocator,TRUE,FALSE,TRUE,3,1
AJHotDraw,org.jhotdraw.standard,SingleFigureEnumerator.java,SingleFigureEnumerator,TRUE,FALSE,FALSE,1,1
AJHotDraw,org.jhotdraw.standard,DeleteCommand.java,DeleteCommand,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.standard,ChangeConnectionStartHandle.java,ChangeConnectionStartHandle,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.standard,ChangeConnectionStartHandle.java,UndoActivity,TRUE,FALSE,FALSE,1,3
AJHotDraw,org.jhotdraw.standard,DeleteFromDrawingVisitor.java,DeleteFromDrawingVisitor,TRUE,FALSE,FALSE,1,1
AJHotDraw,org.jhotdraw.standard,CreationTool.java,CreationTool,TRUE,FALSE,FALSE,1,2
AJHotDraw,org.jhotdraw.standard,PeripheralLocator.java,PeripheralLocator,TRUE,FALSE,FALSE,3,2
